hotel_id,Hotel Property,Arrival Date,Year,Arrival Months,Seasons,country,TTL Rooms,Sold1,Room Sold,Occupancy, ADR , ADR Modifier , Revenue ,Relocation,Room OB, Revnue OB ,Relocation Rev,market_segment,distribution_channel,to_name,company,customer_type,lead_time,reservation_status_date,Reservation Status,Projected PickUp 
7,Kasha Property,15/04/14,2014,Apr,Low Season,FR,11,2,3,0.27,81,268,804,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,47,27/02/14,Confirmed,2
7,Kasha Property,16/04/14,2014,Apr,Low Season,CZ,11,0,1,0.09,81,266,266,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,256,03/08/13,Confirmed,0
7,Kasha Property,17/04/14,2014,Apr,Low Season,UK,11,2,3,0.27,36,120,359,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,0,17/04/14,Confirmed,2
7,Kasha Property,18/04/14,2014,Apr,Low Season,FR,11,0,1,0.09,82,270,270,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,1,17/04/14,Confirmed,0
7,Kasha Property,19/04/14,2014,Apr,Low Season,CZ,11,0,1,0.09,81,268,268,,0,    ,    ,Website,Corporate,OTA,Website,Transient,99,10/01/14,Confirmed,0
7,Kasha Property,20/04/14,2014,Apr,Low Season,UK,11,1,2,0.18,81,266,533,,0,    ,    ,Website,Direct,OTA,Website,Transient,12,08/04/14,Confirmed,1
7,Kasha Property,21/04/14,2014,Apr,Low Season,FR,11,1,2,0.18,81,266,533,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,99,12/01/14,Confirmed,1
7,Kasha Property,22/04/14,2014,Apr,Low Season,CZ,11,1,2,0.18,81,266,533,,0,    ,    ,Website,Direct,OTA,Website,Transient,122,21/12/13,Confirmed,1
7,Kasha Property,23/04/14,2014,Apr,Low Season,UK,11,2,3,0.27,81,268,805,,0,    ,    ,Website,Direct,OTA,Website,Transient,2,21/04/14,Confirmed,2
7,Kasha Property,24/04/14,2014,Apr,Low Season,FR,11,0,1,0.09,81,268,268,,0,    ,    ,Website,Direct,OTA,Website,Transient,37,18/03/14,Confirmed,0
7,Kasha Property,25/04/14,2014,Apr,Low Season,CZ,11,1,2,0.18,81,266,533,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,130,16/12/13,Confirmed,1
7,Kasha Property,26/04/14,2014,Apr,Low Season,UK,11,1,2,0.18,36,120,239,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,99,17/01/14,Confirmed,1
7,Kasha Property,27/04/14,2014,Apr,Low Season,FR,11,0,1,0.09,81,266,266,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,60,26/02/14,Confirmed,0
7,Kasha Property,28/04/14,2014,Apr,Low Season,CZ,11,0,1,0.09,82,269,269,,0,    ,    ,OTA,TA/TO,Direct,OTA,Transient,2,26/04/14,Confirmed,0
7,Kasha Property,29/04/14,2014,Apr,Low Season,UK,11,2,3,0.27,81,266,799,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,37,23/03/14,Confirmed,2
7,Kasha Property,30/04/14,2014,Apr,Low Season,FR,11,1,2,0.18,36,120,239,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,56,05/03/14,Confirmed,1
7,Kasha Property,01/04/15,2015,Apr,Low Season,FR,11,3,4,0.36,81,268,1070,,0,    ,    ,Website,Direct,OTA,Website,Transient,3,29/03/15,Confirmed,3
7,Kasha Property,02/04/15,2015,Apr,Low Season,CZ,11,2,3,0.27,81,266,799,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,107,16/12/14,Confirmed,2
7,Kasha Property,03/04/15,2015,Apr,Low Season,UK,11,4,5,0.45,81,268,1338,,0,    ,    ,Website,Direct,OTA,Website,Transient,56,06/02/15,Confirmed,4
7,Kasha Property,04/04/15,2015,Apr,Low Season,FR,11,4,5,0.45,81,266,1332,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,2,02/04/15,Confirmed,4
7,Kasha Property,05/04/15,2015,Apr,Low Season,DE,11,4,5,0.45,84,278,1392,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,72,23/01/15,Confirmed,4
7,Kasha Property,06/04/15,2015,Apr,Low Season,UK,11,4,5,0.45,81,266,1332,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,23,14/03/15,Confirmed,4
7,Kasha Property,07/04/15,2015,Apr,Low Season,FR,11,4,5,0.45,81,266,1332,,0,    ,    ,OTA,TA/TO,TA/TO,OTA,Escape TrAVEL,34,04/03/15,Confirmed,4
7,Kasha Property,08/04/15,2015,Apr,Low Season,DE,11,4,5,0.45,85,279,1396,,0,    ,    ,OTA,TA/TO,Direct,OTA,Escape TrAVEL,289,23/06/14,Confirmed,4
7,Kasha Property,09/04/15,2015,Apr,Low Season,UK,11,4,5,0.45,81,266,1332,,0,    ,    ,OTA,TA/TO,TA/TO,OTA,Escape TrAVEL,247,05/08/14,Confirmed,4
7,Kasha Property,10/04/15,2015,Apr,Low Season,FR,11,3,4,0.36,81,266,1066,,0,    ,    ,OTA,Direct,TA/TO,OTA,Escape TrAVEL,186,06/10/14,Confirmed,3
7,Kasha Property,11/04/15,2015,Apr,Low Season,DE,11,4,5,0.45,81,268,1341,,0,    ,    ,OTA,TA/TO,Direct,OTA,Escape TrAVEL,64,06/02/15,Confirmed,4
7,Kasha Property,12/04/15,2015,Apr,Low Season,UK,11,3,4,0.36,82,270,1080,,0,    ,    ,Contracted T.O,TA/TO,Direct,Agent03,Escape TrAVEL,35,08/03/15,Confirmed,3
7,Kasha Property,13/04/15,2015,Apr,Low Season,FR,11,3,4,0.36,85,279,1116,,0,    ,    ,Direct,Direct,Direct,Direct,Tanzania Advanture,96,07/01/15,Confirmed,3
7,Kasha Property,14/04/15,2015,Apr,Low Season,DE,11,3,4,0.36,81,268,1073,,0,    ,    ,Website,Direct,TA/TO,Website,Escape TrAVEL,41,04/03/15,Confirmed,3
7,Kasha Property,15/04/15,2015,Apr,Low Season,UK,11,2,3,0.27,85,279,837,,0,    ,    ,Website,TA/TO,Direct,Website,Escape TrAVEL,55,19/02/15,Confirmed,2
7,Kasha Property,16/04/15,2015,Apr,Low Season,FR,11,4,5,0.45,82,270,1350,,0,    ,    ,Website,TA/TO,TA/TO,Website,Escape TrAVEL,146,21/11/14,Confirmed,4
7,Kasha Property,17/04/15,2015,Apr,Low Season,CZ,11,4,5,0.45,82,269,1345,,0,    ,    ,Website,TA/TO,Direct,Website,Escape TrAVEL,32,16/03/15,Confirmed,4
7,Kasha Property,18/04/15,2015,Apr,Low Season,CZ,11,2,3,0.27,81,266,799,,0,    ,    ,OTA,TA/TO,TA/TO,OTA,Escape TrAVEL,55,22/02/15,Confirmed,2
7,Kasha Property,19/04/15,2015,Apr,Low Season,CZ,11,3,4,0.36,81,268,1073,,0,    ,    ,Website,TA/TO,TA/TO,Website,Escape TrAVEL,57,21/02/15,Confirmed,3
7,Kasha Property,20/04/15,2015,Apr,Low Season,CZ,11,2,3,0.27,84,279,836,,0,    ,    ,Website,TA/TO,Direct,Website,Escape TrAVEL,7,13/04/15,Confirmed,2
7,Kasha Property,21/04/15,2015,Apr,Low Season,CZ,11,2,3,0.27,81,266,799,,0,    ,    ,Website,TA/TO,Direct,Website,Escape TrAVEL,124,18/12/14,Confirmed,2
7,Kasha Property,22/04/15,2015,Apr,Low Season,CZ,11,4,5,0.45,81,266,1332,,0,    ,    ,Direct,TA/TO,Direct,Direct,Tanzania Advanture,169,04/11/14,Confirmed,4
7,Kasha Property,23/04/15,2015,Apr,Low Season,DE,11,4,5,0.45,36,120,598,,0,    ,    ,Website,TA/TO,TA/TO,Website,Escape TrAVEL,6,17/04/15,Confirmed,4
7,Kasha Property,24/04/15,2015,Apr,Low Season,UK,11,4,5,0.45,81,266,1332,,0,    ,    ,Website,TA/TO,TA/TO,Website,Escape TrAVEL,51,04/03/15,Confirmed,4
7,Kasha Property,25/04/15,2015,Apr,Low Season,FR,11,3,4,0.36,82,270,1080,,0,    ,    ,Website,TA/TO,Direct,Website,Escape TrAVEL,13,12/04/15,Confirmed,3
7,Kasha Property,26/04/15,2015,Apr,Low Season,DE,11,4,5,0.45,81,268,1341,,0,    ,    ,OTA,Direct,Direct,OTA,Escape TrAVEL,100,16/01/15,Confirmed,4
7,Kasha Property,27/04/15,2015,Apr,Low Season,UK,11,2,3,0.27,85,279,837,,0,    ,    ,Direct,Direct,Direct,Direct,Tanzania Advanture,139,09/12/14,Confirmed,2
7,Kasha Property,28/04/15,2015,Apr,Low Season,FR,11,4,5,0.45,81,268,1338,,0,    ,    ,Website,TA/TO,TA/TO,Website,Escape TrAVEL,117,01/01/15,Confirmed,4
7,Kasha Property,29/04/15,2015,Apr,Low Season,DE,11,3,4,0.36,81,266,1066,,0,    ,    ,Website,Direct,Direct,Website,Escape TrAVEL,39,21/03/15,Confirmed,3
7,Kasha Property,30/04/15,2015,Apr,Low Season,UK,11,4,5,0.45,81,266,1332,,0,    ,    ,Website,TA/TO,TA/TO,Website,Escape TrAVEL,86,03/02/15,Confirmed,4
7,Kasha Property,01/04/16,2016,Apr,Low Season,DE,11,3,4,0.36,81,266,1066,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,2,30/03/16,Confirmed,3
7,Kasha Property,02/04/16,2016,Apr,Low Season,UK,11,3,4,0.36,81,266,1066,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,19,14/03/16,Confirmed,3
7,Kasha Property,03/04/16,2016,Apr,Low Season,FR,11,3,4,0.36,81,268,1073,,0,    ,    ,Website,Direct,OTA,Website,Transient,192,24/09/15,Confirmed,3
7,Kasha Property,04/04/16,2016,Apr,Low Season,BE,11,3,4,0.36,36,120,479,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,2,02/04/16,Confirmed,3
7,Kasha Property,05/04/16,2016,Apr,Low Season,SA,11,3,4,0.36,81,268,1073,,0,    ,    ,OTA,TA/TO,Direct,OTA,Transient,86,10/01/16,Confirmed,3
7,Kasha Property,06/04/16,2016,Apr,Low Season,FI,11,4,5,0.45,81,268,1341,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,30,07/03/16,Confirmed,4
7,Kasha Property,07/04/16,2016,Apr,Low Season,NL,11,3,4,0.36,81,266,1066,,0,    ,    ,OTA,TA/TO,Direct,OTA,Transient,179,11/10/15,Confirmed,3
7,Kasha Property,08/04/16,2016,Apr,Low Season,DE,11,4,5,0.45,81,266,1332,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,26,13/03/16,Confirmed,4
7,Kasha Property,09/04/16,2016,Apr,Low Season,FR,11,4,5,0.45,36,120,598,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,55,14/02/16,Confirmed,4
7,Kasha Property,10/04/16,2016,Apr,Low Season,SA,11,3,4,0.36,82,270,1080,,0,    ,    ,Contracted T.O,TA/TO,OTA,Escape TrAVEL,Transient,74,27/01/16,Confirmed,3
7,Kasha Property,11/04/16,2016,Apr,Low Season,PL,11,4,5,0.45,82,270,1350,,0,    ,    ,Contracted T.O,TA/TO,OTA,Escape TrAVEL,Transient,143,20/11/15,Confirmed,4
7,Kasha Property,12/04/16,2016,Apr,Low Season,AT,11,4,5,0.45,81,266,1332,,0,    ,    ,OTA,TA/TO,Direct,OTA,Tanzania Advanture,34,09/03/16,Confirmed,4
7,Kasha Property,13/04/16,2016,Apr,Low Season,CZ,11,3,4,0.36,81,266,1066,0,0,    ,    ,OTA,TA/TO,Direct,OTA,Tanzania Advanture,30,14/03/16,Confirmed,3
7,Kasha Property,14/04/16,2016,Apr,Low Season,CZ,11,3,4,0.36,82,270,1080,,0,    ,    ,Direct,TA/TO,TA/TO,Direct,Tanzania Advanture,177,20/10/15,Confirmed,3
7,Kasha Property,15/04/16,2016,Apr,Low Season,CZ,11,4,5,0.45,81,268,1338,,0,    ,    ,Direct,TA/TO,TA/TO,Direct,Tanzania Advanture,34,12/03/16,Confirmed,4
7,Kasha Property,16/04/16,2016,Apr,Low Season,CZ,11,3,4,0.36,81,266,1066,,0,    ,    ,OTA,TA/TO,TA/TO,OTA,Tanzania Advanture,18,29/03/16,Confirmed,3
7,Kasha Property,17/04/16,2016,Apr,Low Season,CZ,11,4,5,0.45,81,268,1338,,0,    ,    ,OTA,TA/TO,TA/TO,OTA,Tanzania Advanture,267,25/07/15,Confirmed,4
7,Kasha Property,18/04/16,2016,Apr,Low Season,CZ,11,3,4,0.36,81,266,1066,,0,    ,    ,OTA,TA/TO,TA/TO,OTA,Mount Kaliminjro  Safary,64,14/02/16,Confirmed,3
7,Kasha Property,19/04/16,2016,Apr,Low Season,DE,11,4,5,0.45,81,266,1332,0,0,    ,    ,OTA,TA/TO,Direct,OTA,Mount Kaliminjro  Safary,155,16/11/15,Confirmed,4
7,Kasha Property,20/04/16,2016,Apr,Low Season,UK,11,3,4,0.36,80,265,1060,0,0,    ,    ,OTA,TA/TO,Direct,OTA,Mount Kaliminjro  Safary,46,05/03/16,Confirmed,3
7,Kasha Property,21/04/16,2016,Apr,Low Season,FR,11,3,4,0.36,81,266,1066,,0,    ,    ,Contracted T.O,TA/TO,Direct,Agent03,Escape TrAVEL,83,29/01/16,Confirmed,3
7,Kasha Property,22/04/16,2016,Apr,Low Season,DE,11,3,4,0.36,81,266,1066,,0,    ,    ,Contracted T.O,TA/TO,TA/TO,Agent03,Escape TrAVEL,128,16/12/15,Confirmed,3
7,Kasha Property,23/04/16,2016,Apr,Low Season,UK,11,3,4,0.36,84,279,1114,,0,    ,    ,Contracted T.O,TA/TO,TA/TO,Agent03,Escape TrAVEL,20,03/04/16,Confirmed,3
7,Kasha Property,24/04/16,2016,Apr,Low Season,FR,11,3,4,0.36,82,270,1080,,0,    ,    ,OTA,Direct,TA/TO,OTA,Escape TrAVEL,40,15/03/16,Confirmed,3
7,Kasha Property,25/04/16,2016,Apr,Low Season,DE,11,3,4,0.36,83,273,1091,,0,    ,    ,Contracted T.O,TA/TO,Direct,Agent03,Escape TrAVEL,46,10/03/16,Confirmed,3
7,Kasha Property,26/04/16,2016,Apr,Low Season,UK,11,3,4,0.36,81,266,1065,,0,    ,    ,Contracted T.O,TA/TO,Direct,Agent03,Escape TrAVEL,1,25/04/16,Confirmed,3
7,Kasha Property,27/04/16,2016,Apr,Low Season,FR,11,4,5,0.45,81,266,1332,,0,    ,    ,OTA,TA/TO,TA/TO,OTA,Escape TrAVEL,196,14/10/15,Confirmed,4
7,Kasha Property,28/04/16,2016,Apr,Low Season,CZ,11,4,5,0.45,85,279,1395,,0,    ,    ,Contracted T.O,TA/TO,Direct,Agent03,Escape TrAVEL,188,23/10/15,Confirmed,4
7,Kasha Property,29/04/16,2016,Apr,Low Season,CZ,11,3,4,0.36,81,266,1066,,0,    ,    ,OTA,TA/TO,Direct,OTA,Escape TrAVEL,17,12/04/16,Confirmed,3
7,Kasha Property,30/04/16,2016,Apr,Low Season,CZ,11,4,5,0.45,84,278,1390,,0,    ,    ,OTA,TA/TO,TA/TO,OTA,Tanzania Advanture,146,06/12/15,Confirmed,4
7,Kasha Property,01/04/17,2017,Apr,Low Season,CZ,11,4,5,0.45,81,266,1332,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,110,12/12/16,Confirmed,4
7,Kasha Property,02/04/17,2017,Apr,Low Season,CZ,11,4,5,0.45,82,272,1360,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,68,24/01/17,Confirmed,4
7,Kasha Property,03/04/17,2017,Apr,Low Season,CZ,11,4,5,0.45,81,266,1332,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,73,20/01/17,Confirmed,4
7,Kasha Property,04/04/17,2017,Apr,Low Season,NL,11,5,6,0.55,82,272,1632,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,92,02/01/17,Confirmed,5
7,Kasha Property,05/04/17,2017,Apr,Low Season,NL,11,5,6,0.55,82,270,1620,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,171,16/10/16,Confirmed,5
7,Kasha Property,06/04/17,2017,Apr,Low Season,NL,11,4,5,0.45,81,268,1341,,0,    ,    ,OTA,TA/TO,OTA,OTA,TransientParty,134,23/11/16,Confirmed,4
7,Kasha Property,07/04/17,2017,Apr,Low Season,NL,11,5,6,0.55,81,266,1599,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,320,22/05/16,Confirmed,5
7,Kasha Property,08/04/17,2017,Apr,Low Season,NL,11,5,6,0.55,81,266,1599,,0,    ,    ,Groups,TA/TO,OTA,Groups,TransientParty,118,11/12/16,Confirmed,5
7,Kasha Property,09/04/17,2017,Apr,Low Season,NL,11,5,6,0.55,36,120,718,,0,    ,    ,Contracted T.O,TA/TO,OTA,Agent06,Transient,30,10/03/17,Confirmed,5
7,Kasha Property,10/04/17,2017,Apr,Low Season,NL,11,4,5,0.45,81,266,1332,,0,    ,    ,Contracted T.O,Direct,OTA,Agent06,Transient,30,11/03/17,Confirmed,4
7,Kasha Property,11/04/17,2017,Apr,Low Season,NL,11,4,5,0.45,81,266,1332,,0,    ,    ,Contracted T.O,Direct,OTA,Agent06,Transient,189,04/10/16,Confirmed,4
7,Kasha Property,12/04/17,2017,Apr,Low Season,NL,11,5,6,0.55,81,268,1609,,0,    ,    ,Contracted T.O,TA/TO,OTA,Agent02,Transient,55,16/02/17,Confirmed,5
7,Kasha Property,13/04/17,2017,Apr,Low Season,NL,11,4,5,0.45,81,268,1341,,0,    ,    ,Contracted T.O,TA/TO,OTA,Agent02,Transient,55,17/02/17,Confirmed,4
7,Kasha Property,14/04/17,2017,Apr,Low Season,NL,11,5,6,0.55,81,266,1599,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,16,29/03/17,Confirmed,5
7,Kasha Property,15/04/17,2017,Apr,Low Season,NL,11,4,5,0.45,81,268,1338,,0,    ,    ,OTA,TA/TO,Direct,OTA,Transient,24,22/03/17,Confirmed,4
7,Kasha Property,16/04/17,2017,Apr,Low Season,NL,11,4,5,0.45,81,268,1341,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,8,08/04/17,Confirmed,4
7,Kasha Property,17/04/17,2017,Apr,Low Season,NL,11,4,5,0.45,81,268,1341,,0,    ,    ,OTA,Direct,OTA,OTA,Transient,10,07/04/17,Confirmed,4
7,Kasha Property,18/04/17,2017,Apr,Low Season,NL,11,4,5,0.45,81,268,1341,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,0,18/04/17,Confirmed,4
7,Kasha Property,19/04/17,2017,Apr,Low Season,NL,11,4,5,0.45,81,268,1341,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,12,07/04/17,Confirmed,4
7,Kasha Property,20/04/17,2017,Apr,Low Season,NL,11,4,5,0.45,81,266,1332,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,32,19/03/17,Confirmed,4
7,Kasha Property,21/04/17,2017,Apr,Low Season,NL,11,4,5,0.45,81,266,1332,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,182,21/10/16,Confirmed,4
7,Kasha Property,22/04/17,2017,Apr,Low Season,NL,11,5,6,0.55,81,266,1599,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,1,21/04/17,Confirmed,5
7,Kasha Property,23/04/17,2017,Apr,Low Season,NL,11,5,6,0.55,81,266,1599,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,122,22/12/16,Confirmed,5
7,Kasha Property,24/04/17,2017,Apr,Low Season,NL,11,5,6,0.55,81,266,1599,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,40,15/03/17,Confirmed,5
7,Kasha Property,25/04/17,2017,Apr,Low Season,NL,11,5,6,0.55,81,266,1599,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,116,30/12/16,Confirmed,5
7,Kasha Property,26/04/17,2017,Apr,Low Season,NL,11,4,5,0.45,81,266,1332,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,123,24/12/16,Confirmed,4
7,Kasha Property,27/04/17,2017,Apr,Low Season,NL,11,4,5,0.45,81,266,1328,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,40,18/03/17,Confirmed,4
7,Kasha Property,28/04/17,2017,Apr,Low Season,NL,11,4,5,0.45,81,268,1341,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,105,13/01/17,Confirmed,4
7,Kasha Property,29/04/17,2017,Apr,Low Season,NL,11,5,6,0.55,82,271,1625,,0,    ,    ,Website,Direct,OTA,Website,Transient,443,11/02/16,Confirmed,5
7,Kasha Property,30/04/17,2017,Apr,Low Season,NL,11,5,6,0.55,81,266,1599,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,2,28/04/17,Confirmed,5
7,Kasha Property,01/04/18,2018,Apr,Low Season,UK,11,5,6,0.55,81,266,1599,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,317,19/05/17,Confirmed,5
7,Kasha Property,02/04/18,2018,Apr,Low Season,FR,11,6,7,0.64,81,268,1877,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,286,20/06/17,Confirmed,6
7,Kasha Property,03/04/18,2018,Apr,Low Season,DE,11,5,6,0.55,82,270,1620,,0,    ,    ,Website,Direct,OTA,Website,Transient,68,25/01/18,Confirmed,5
7,Kasha Property,04/04/18,2018,Apr,Low Season,UK,11,6,7,0.64,81,266,1865,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,148,07/11/17,Confirmed,6
7,Kasha Property,05/04/18,2018,Apr,Low Season,FR,11,7,8,0.73,82,272,2176,,0,    ,    ,Website,TA/TO,OTA,Website,Contract,68,27/01/18,Confirmed,7
7,Kasha Property,06/04/18,2018,Apr,Low Season,DE,11,5,6,0.55,37,123,739,,0,    ,    ,Website,Direct,OTA,Website,Transient,30,07/03/18,Confirmed,5
7,Kasha Property,07/04/18,2018,Apr,Low Season,UK,11,6,7,0.64,81,266,1865,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,14,24/03/18,Confirmed,6
7,Kasha Property,08/04/18,2018,Apr,Low Season,FR,11,7,8,0.73,81,266,2132,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,110,19/12/17,Confirmed,7
7,Kasha Property,09/04/18,2018,Apr,Low Season,DE,11,6,7,0.64,85,279,1954,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,117,13/12/17,Confirmed,6
7,Kasha Property,10/04/18,2018,Apr,Low Season,UK,11,5,6,0.55,81,268,1609,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,85,15/01/18,Confirmed,5
7,Kasha Property,11/04/18,2018,Apr,Low Season,FR,11,5,6,0.55,82,269,1614,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,1,10/04/18,Confirmed,5
7,Kasha Property,12/04/18,2018,Apr,Low Season,DE,11,6,7,0.64,81,266,1865,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,25,18/03/18,Confirmed,6
7,Kasha Property,13/04/18,2018,Apr,Low Season,UK,11,7,8,0.73,81,266,2132,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,289,28/06/17,Confirmed,7
7,Kasha Property,14/04/18,2018,Apr,Low Season,FR,11,5,6,0.55,81,268,1608,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,28,17/03/18,Confirmed,5
7,Kasha Property,15/04/18,2018,Apr,Low Season,DE,11,5,6,0.55,81,266,1599,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,80,25/01/18,Confirmed,5
7,Kasha Property,16/04/18,2018,Apr,Low Season,UK,11,6,7,0.64,36,120,837,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,11,05/04/18,Confirmed,6
7,Kasha Property,17/04/18,2018,Apr,Low Season,FR,11,5,6,0.55,82,270,1620,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,162,06/11/17,Confirmed,5
7,Kasha Property,18/04/18,2018,Apr,Low Season,CZ,11,6,7,0.64,81,268,1877,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,155,14/11/17,Confirmed,6
7,Kasha Property,19/04/18,2018,Apr,Low Season,CZ,11,7,8,0.73,81,266,2132,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,82,27/01/18,Confirmed,7
7,Kasha Property,20/04/18,2018,Apr,Low Season,CZ,11,7,8,0.73,81,266,2132,,0,    ,    ,OTA,Direct,OTA,OTA,Transient,27,24/03/18,Confirmed,7
7,Kasha Property,21/04/18,2018,Apr,Low Season,CZ,11,5,6,0.55,81,266,1599,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,13,08/04/18,Confirmed,5
7,Kasha Property,22/04/18,2018,Apr,Low Season,CZ,11,7,8,0.73,81,268,2147,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,245,20/08/17,Confirmed,7
7,Kasha Property,23/04/18,2018,Apr,Low Season,CZ,11,5,6,0.55,81,268,1605,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,11,12/04/18,Confirmed,5
